Number,Date,Month,Site,SiteMonth,Treatment,Flower,Flower_status,Method,Sex,Genus,Species,GenusSpecies,Family 
811,8/6/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
812,8/6/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
813,8/6/2020,August,T7,August-T7,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
814,8/6/2020,August,T7,August-T7,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
815,8/6/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
816,8/6/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
817,8/6/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Andrena,sp. D,Andrena sp. D,Andrenidae
818,8/6/2020,August,T7,August-T7,Thinned,Solidago missouriensis,Native,Net,F,Stelis,foederalis,Stelis foederalis,Megachilidae
819,8/6/2020,August,T7,August-T7,Thinned,Solidago missouriensis,Native,Net,F,Stelis,elegans,Stelis elegans,Megachilidae
820,8/6/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
821,8/3/2020,August,T1,August-T1,Thinned,Solidago missouriensis,Native,Net,F,Melissodes,communis,Melissodes communis,Apidae
822,8/3/2020,August,T1,August-T1,Thinned,Solidago missouriensis,Native,Net,M,Heriades,cressonii,Heriades cressonii,Megachilidae
823,8/3/2020,August,T1,August-T1,Thinned,Carduus nutans,Introduced,Net,,Heriades,carinatus,Heriades carinatus,Megachilidae
824,8/3/2020,August,T1,August-T1,Thinned,Carduus nutans,Introduced,Net,F,Bombus,centralis,Bombus centralis,Apidae
825,8/3/2020,August,T1,August-T1,Thinned,Solidago missouriensis,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
826,8/3/2020,August,T1,August-T1,Thinned,Carduus nutans,Introduced,Net,M,Bombus,centralis,Bombus centralis,Apidae
827,8/3/2020,August,T1,August-T1,Thinned,Carduus nutans,Introduced,Net,F,Bombus,centralis,Bombus centralis,Apidae
828,8/3/2020,August,T1,August-T1,Thinned,Carduus nutans,Introduced,Net,F,Melissodes,agilis,Melissodes agilis,Apidae
829,8/3/2020,August,T1,August-T1,Thinned,Phacelia hastata,Native,Net,F,Hoplitis,producta,Hoplitis producta,Megachilidae
830,8/3/2020,August,T1,August-T1,Thinned,Carduus nutans,Introduced,Net,F,Bombus,centralis,Bombus centralis,Apidae
831,8/3/2020,August,T2,August-T2,Thinned,Geranium caespitosum,Native,Net,F,Heriades,carinatus,Heriades carinatus,Megachilidae
832,8/5/2020,August,T2,August-T2,Thinned,Heterotheca villosa,Native,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
833,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,M,Sphecodes,spp.,Sphecodes spp.,Halictidae
835,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
836,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,M,Hylaeus,modestus,Hylaeus modestus,Colletidae
837,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
838,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,M,Sphecodes,spp.,Sphecodes spp.,Halictidae
839,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
840,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
841,8/3/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
842,8/3/2020,August,T4,August-T4,Thinned,Solidago missouriensis,Native,Net,M,Stelis,permaculata ,Stelis permaculata ,Megachilidae
843,8/3/2020,August,T4,August-T4,Thinned,Solidago missouriensis,Native,Net,M,Heriades,carinatus,Heriades carinatus,Megachilidae
844,8/3/2020,August,T4,August-T4,Thinned,Arenaria fendleri,Native,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
845,8/5/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,M,Colletes,sp. B,Colletes sp. B,Colletidae
846,8/5/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,M,Hylaeus,modestus,Hylaeus modestus,Colletidae
847,8/5/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
848,8/5/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
849,8/5/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,verticalis,Hylaeus verticalis,Colletidae
850,8/5/2020,August,T4,August-T4,Thinned,Cirsium arvense,Introduced,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
851,8/5/2020,August,T4,August-T4,Thinned,Solidago missouriensis,Native,Net,F,Stelis,permaculata ,Stelis permaculata ,Megachilidae
852,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Bombus,rufocinctus,Bombus rufocinctus,Apidae
853,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,M,Bombus,bifarius,Bombus bifarius,Apidae
854,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Bombus,rufocinctus,Bombus rufocinctus,Apidae
855,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,M,Sphecodes,spp.,Sphecodes spp.,Halictidae
856,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Megachile,fidelis,Megachile fidelis,Megachilidae
857,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
858,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
859,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,M,Coelioxys,apacheorum,Coelioxys apacheorum,Megachilidae
860,8/4/2020,August,T7,August-T7,Thinned,Solidago multiradiata,Native,Net,F,Coelioxys,hunteri,Coelioxys hunteri,Megachilidae
861,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
862,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
863,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
864,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Melissodes,communis,Melissodes communis,Apidae
865,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Andrena,sp. E,Andrena sp. E,Andrenidae
866,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
867,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Bombus,sylvicola ,Bombus sylvicola ,Apidae
868,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Colletes,sp. B,Colletes sp. B,Colletidae
869,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
870,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Bombus,bifarius,Bombus bifarius,Apidae
871,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Colletes,sp. B,Colletes sp. B,Colletidae
872,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Colletes,sp. B,Colletes sp. B,Colletidae
873,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Halictus,rubicundus,Halictus rubicundus,Halictidae
874,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Sphecodes,spp.,Sphecodes spp.,Halictidae
875,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Sphecodes,spp.,Sphecodes spp.,Halictidae
876,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Sphecodes,spp.,Sphecodes spp.,Halictidae
877,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Sphecodes,spp.,Sphecodes spp.,Halictidae
878,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Sphecodes,spp.,Sphecodes spp.,Halictidae
879,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Sphecodes,spp.,Sphecodes spp.,Halictidae
880,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,F,Sphecodes,spp.,Sphecodes spp.,Halictidae
881,8/4/2020,August,T6,August-T6,Thinned,Solidago missouriensis,Native,Net,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
882,8/10/2020,August,T12,August-T12,Thinned,Symphyotrichum laeve,Native,Net,F,Ashmeadiella,californica,Ashmeadiella californica,Megachilidae
883,8/10/2020,August,T12,August-T12,Thinned,Symphyotrichum porteri,Native,Net,M,Pseudopanurgus,sp. C,Pseudopanurgus sp. C,Andrenidae
884,8/10/2020,August,T13,August-T13,Thinned,Heterotheca villosa,Native,Net,F,Heriades,carinatus,Heriades carinatus,Megachilidae
885,8/10/2020,August,T13,August-T13,Thinned,Heterotheca villosa,Native,Net,F,Melissodes,communis,Melissodes communis,Apidae
886,8/10/2020,August,T13,August-T13,Thinned,Heterotheca villosa,Native,Net,M,Xeromelecta,californica,Xeromelecta californica,Apidae
887,8/10/2020,August,T13,August-T13,Thinned,Heterotheca villosa,Native,Net,F,Dianthidium,heterulkei fraternum,Dianthidium heterulkei fraternum,Megachilidae
888,8/10/2020,August,T11,August-T11,Thinned,Heterotheca villosa,Native,Net,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
889,8/10/2020,August,T11,August-T11,Thinned,Heterotheca villosa,Native,Net,F,Megachile,relativa,Megachile relativa,Megachilidae
890,8/10/2020,August,T11,August-T11,Thinned,Heterotheca villosa,Native,Net,F,Megachile,relativa,Megachile relativa,Megachilidae
891,8/10/2020,August,T11,August-T11,Thinned,Cirsium arvense,Introduced,Net,,Apis,mellifera,Apis mellifera,Apidae
892,8/13/2020,August,C28,August-C28,Control,,,Blue vane,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
893,8/10/2020,August,T11,August-T11,Thinned,Aliciella pinnatifida,Native,Net,,Apis,mellifera,Apis mellifera,Apidae
894,8/10/2020,August,T11,August-T11,Thinned,Heterotheca villosa,Native,Net,F,Colletes,sp. D,Colletes sp. D,Colletidae
895,8/10/2020,August,T11,August-T11,Thinned,Campanula rotundifolia,Native,Net,F,Andrena,amphibola,Andrena amphibola,Andrenidae
896,8/10/2020,August,T11,August-T11,Thinned,Heterotheca villosa,Native,Net,M,Dianthidium,parvum parvum,Dianthidium parvum parvum,Megachilidae
897,8/10/2020,August,T11,August-T11,Thinned,Heterotheca villosa,Native,Net,F,Ashmeadiella,californica,Ashmeadiella californica,Megachilidae
898,8/10/2020,August,T11,August-T11,Thinned,Melilotus officinalis,Introduced,Net,F,Megachile,brevis,Megachile brevis,Megachilidae
899,8/12/2020,August,T11,August-T11,Thinned,Phacelia hastata,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
900,8/12/2020,August,T11,August-T11,Thinned,Phacelia hastata,Native,Net,F,Bombus,centralis,Bombus centralis,Apidae
901,8/12/2020,August,T11,August-T11,Thinned,Aliciella pinnatifida,Native,Net,,Apis,mellifera,Apis mellifera,Apidae
902,8/12/2020,August,T11,August-T11,Thinned,Aliciella pinnatifida,Native,Net,,Apis,mellifera,Apis mellifera,Apidae
903,8/12/2020,August,T11,August-T11,Thinned,Aliciella pinnatifida,Native,Net,,Apis,mellifera,Apis mellifera,Apidae
904,8/12/2020,August,T11,August-T11,Thinned,Aliciella pinnatifida,Native,Net,F,Bombus,huntii,Bombus huntii,Apidae
905,8/12/2020,August,T11,August-T11,Thinned,Ground,,Net,F,Anthidium,placitum,Anthidium placitum,Megachilidae
906,8/12/2020,August,T11,August-T11,Thinned,Phacelia hastata,Native,Net,F,Bombus,centralis,Bombus centralis,Apidae
907,8/12/2020,August,T11,August-T11,Thinned,Phacelia hastata,Native,Net,F,Bombus,huntii,Bombus huntii,Apidae
908,8/12/2020,August,T11,August-T11,Thinned,Heterotheca villosa,Native,Net,F,Ashmeadiella,californica,Ashmeadiella californica,Megachilidae
909,8/10/2020,August,T8,August-T8,Thinned,Heterotheca villosa,Native,Net,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
910,8/10/2020,August,T8,August-T8,Thinned,Senecio spartioides,Native,Net,M,Bombus,bifarius,Bombus bifarius,Apidae
911,8/10/2020,August,T8,August-T8,Thinned,Achillea millefolium,Native,Net,F,Colletes,sp. D,Colletes sp. D,Colletidae
912,8/10/2020,August,T8,August-T8,Thinned,Allium cernuum,Native,Net,F,Bombus,rufocinctus,Bombus rufocinctus,Apidae
913,8/10/2020,August,T8,August-T8,Thinned,Allium cernuum,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
914,8/10/2020,August,T8,August-T8,Thinned,Senecio spartioides,Native,Net,F,Megachile,relativa,Megachile relativa,Megachilidae
915,8/10/2020,August,T8,August-T8,Thinned,Campanula rotundifolia,Native,Net,M,Dufourea,maura,Dufourea maura,Halictidae
916,8/12/2020,August,T8,August-T8,Thinned,Senecio spartioides,Native,Net,F,Colletes,sp. D,Colletes sp. D,Colletidae
917,8/12/2020,August,T8,August-T8,Thinned,Senecio spartioides,Native,Net,,Apis,mellifera,Apis mellifera,Apidae
918,8/12/2020,August,T8,August-T8,Thinned,Allium cernuum,Native,Net,F,Pseudopanurgus,spp.,Pseudopanurgus spp.,Andrenidae
919,8/12/2020,August,T8,August-T8,Thinned,Allium cernuum,Native,Net,F,Colletes,sp. B,Colletes sp. B,Colletidae
920,8/12/2020,August,T8,August-T8,Thinned,Geranium caespitosum,Native,Net,F,Bombus,bifarius,Bombus bifarius,Apidae
921,8/12/2020,August,T8,August-T8,Thinned,Heterotheca villosa,Native,Net,F,Andrena,sp. E,Andrena sp. E,Andrenidae
923,8/10/2020,August,T10,August-T10,Thinned,Ground,,Net,F,Epeolus,interruptus,Epeolus interruptus,Apidae
924,8/10/2020,August,T14,August-T14,Thinned,Carduus acanthoides,Introduced,Net,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
925,8/12/2020,August,T14,August-T14,Thinned,Solidago missouriensis,Native,Net,M,Stelis,permaculata ,Stelis permaculata ,Megachilidae
926,8/12/2020,August,T14,August-T14,Thinned,Heterotheca villosa,Native,Net,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
927,8/12/2020,August,T14,August-T14,Thinned,Carduus acanthoides,Introduced,Net,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
928,8/12/2020,August,T14,August-T14,Thinned,Allium cernuum,Native,Net,F,Bombus,centralis,Bombus centralis,Apidae
929,8/11/2020,August,C27,August-C27,Control,Heterotheca villosa,Native,Net,F,Epeolus,minimus,Epeolus minimus,Apidae
930,8/11/2020,August,C27,August-C27,Control,Campanula rotundifolia,Native,Net,F,Megachile,rotundata,Megachile rotundata,Megachilidae
931,8/11/2020,August,C27,August-C27,Control,Geranium caespitosum,Native,Net,F,Megachile,relativa,Megachile relativa,Megachilidae
932,8/11/2020,August,C28,August-C28,Control,Heterotheca villosa,Native,Net,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
933,8/11/2020,August,C25,August-C25,Control,Solidago missouriensis,Native,Net,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
934,8/11/2020,August,C25,August-C25,Control,Solidago missouriensis,Native,Net,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
935,8/11/2020,August,C25,August-C25,Control,Solidago missouriensis,Native,Net,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
936,8/11/2020,August,C25,August-C25,Control,Solidago missouriensis,Native,Net,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
937,8/11/2020,August,C25,August-C25,Control,Symphyotrichum porteri,Native,Net,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
938,8/12/2020,August,T13,August-T13,Thinned,,,Pan trap,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
939,8/13/2020,August,C28,August-C28,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
940,8/12/2020,August,T13,August-T13,Thinned,,,Pan trap,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
941,8/13/2020,August,C28,August-C28,Control,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
943,8/12/2020,August,T8,August-T8,Thinned,,,Pan trap,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
944,8/12/2020,August,T9,August-T9,Thinned,,,Pan trap,M,Ashmeadiella,cactorum,Ashmeadiella cactorum,Megachilidae
945,8/13/2020,August,C28,August-C28,Control,,,Blue vane,M,Bombus,rufocinctus,Bombus rufocinctus,Apidae
946,8/12/2020,August,T10,August-T10,Thinned,,,Pan trap,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
947,8/13/2020,August,C28,August-C28,Control,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
948,8/13/2020,August,C25,August-C25,Control,,,Pan trap,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
949,8/13/2020,August,C25,August-C25,Control,,,Pan trap,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
950,8/13/2020,August,C25,August-C25,Control,,,Pan trap,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
951,8/13/2020,August,C25,August-C25,Control,,,Pan trap,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
952,8/13/2020,August,C25,August-C25,Control,,,Pan trap,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
953,8/12/2020,August,T14,August-T14,Thinned,,,Pan trap,F,Hylaeus,spp. ,Hylaeus spp.,Colletidae
954,8/12/2020,August,T14,August-T14,Thinned,,,Pan trap,F,Pseudopanurgus,spp.,Pseudopanurgus spp.,Andrenidae
955,8/12/2020,August,T14,August-T14,Thinned,,,Pan trap,F,Pseudopanurgus,spp.,Pseudopanurgus spp.,Andrenidae
956,8/12/2020,August,T14,August-T14,Thinned,,,Pan trap,M,Ceratina,neomexicana,Ceratina neomexicana,Apidae
957,8/12/2020,August,T14,August-T14,Thinned,,,Pan trap,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
958,8/12/2020,August,T14,August-T14,Thinned,,,Pan trap,F,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
959,8/13/2020,August,C30,August-C30,Control,,,Pan trap,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
960,8/13/2020,August,C30,August-C30,Control,,,Pan trap,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
961,8/13/2020,August,C23,August-C23,Control,,,Pan trap,F,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
962,8/12/2020,August,T12,August-T12,Thinned,,,Pan trap,F,Halictus,tripartitus,Halictus tripartitus,Halictidae
963,8/12/2020,August,T12,August-T12,Thinned,,,Pan trap,F,Dianthidium,heterulkei fraternum,Dianthidium heterulkei fraternum,Megachilidae
964,8/12/2020,August,T12,August-T12,Thinned,,,Pan trap,F,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
965,8/12/2020,August,T12,August-T12,Thinned,,,Pan trap,M,Sphecodes,spp.,Sphecodes spp.,Halictidae
966,8/12/2020,August,T12,August-T12,Thinned,,,Pan trap,F,Hylaeus,modestus,Hylaeus modestus,Colletidae
967,6/18/2020,June,C26,June-C26,Control,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
969,8/12/2020,August,T12,August-T12,Thinned,,,Pan trap,F,Pseudopanurgus,spp.,Pseudopanurgus spp.,Andrenidae
970,8/13/2020,August,C27,August-C27,Control,,,Pan trap,M,Megachile,brevis,Megachile brevis,Megachilidae
971,8/13/2020,August,C27,August-C27,Control,,,Pan trap,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
972,8/13/2020,August,C27,August-C27,Control,,,Pan trap,,Heriades,carinatus,Heriades carinatus,Megachilidae
973,8/13/2020,August,C27,August-C27,Control,,,Pan trap,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
974,8/13/2020,August,C28,August-C28,Control,,,Pan trap,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
975,8/13/2020,August,C28,August-C28,Control,,,Pan trap,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
976,8/13/2020,August,C28,August-C28,Control,,,Pan trap,,Heriades,carinatus,Heriades carinatus,Megachilidae
977,8/12/2020,August,T11,August-T11,Thinned,,,Pan trap,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
978,8/12/2020,August,T11,August-T11,Thinned,,,Pan trap,F,Andrena,amphibola,Andrena amphibola,Andrenidae
979,8/12/2020,August,T15,August-T15,Thinned,,,Pan trap,F,Pseudopanurgus,spp.,Pseudopanurgus spp.,Andrenidae
980,8/12/2020,August,T15,August-T15,Thinned,,,Pan trap,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
981,8/12/2020,August,T15,August-T15,Thinned,,,Pan trap,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
982,8/12/2020,August,T15,August-T15,Thinned,,,Pan trap,F,Pseudopanurgus,spp.,Pseudopanurgus spp.,Andrenidae
983,8/12/2020,August,T15,August-T15,Thinned,,,Pan trap,F,Agapostemon,texanus angelicus,Agapostemon texanus angelicus,Halictidae
984,8/12/2020,August,T15,August-T15,Thinned,,,Pan trap,M,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
985,8/13/2020,August,C25,August-C25,Control,,,Blue vane,F,Megachile,latimanus,Megachile latimanus,Megachilidae
986,8/13/2020,August,C25,August-C25,Control,,,Blue vane,F,Melissodes,communis,Melissodes communis,Apidae
987,8/12/2020,August,C24,August-C24,Control,,,Blue vane,F,Melissodes,communis,Melissodes communis,Apidae
988,8/13/2020,August,C30,August-C30,Control,,,Blue vane,F,Andrena,amphibola,Andrena amphibola,Andrenidae
989,8/5/2020,August,C16,August-C16,Control,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
990,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
991,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
992,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
993,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
994,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
995,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,M,Anthophora,terminalis,Anthophora terminalis,Apidae
996,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
997,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,M,Megachile,brevis,Megachile brevis,Megachilidae
998,7/16/2020,July,T6,July-T6,Thinned,,,Blue vane,F,Atoposmia,abjecta abjecta,Atoposmia abjecta abjecta,Megachilidae
999,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Megachile,latimanus,Megachile latimanus,Megachilidae
1000,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Megachile,latimanus,Megachile latimanus,Megachilidae
1001,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Hoplitis,albifrons,Hoplitis albifrons,Megachilidae
1002,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Bombus,centralis,Bombus centralis,Apidae
1003,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1004,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Melissodes,agilis,Melissodes agilis,Apidae
1005,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Melissodes,communis,Melissodes communis,Apidae
1006,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Coelioxys,moesta,Coelioxys moesta,Megachilidae
1007,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Ashmeadiella,pronitens,Ashmeadiella pronitens,Megachilidae
1008,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,F,Dianthidium,heterulkei fraternum,Dianthidium heterulkei fraternum,Megachilidae
1010,8/5/2020,August,T2,August-T2,Thinned,,,Blue vane,M,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1011,8/5/2020,August,C19,August-C19,Control,,,Blue vane,F,Lasioglossum,(Dialictus) spp.,Lasioglossum (Dialictus) spp.,Halictidae
1012,8/5/2020,August,C19,August-C19,Control,,,Blue vane,F,Anthophora,montana,Anthophora montana,Apidae
1013,8/5/2020,August,C19,August-C19,Control,,,Blue vane,F,Bombus,californicus,Bombus californicus,Apidae
1014,8/5/2020,August,C19,August-C19,Control,,,Blue vane,F,Anthophora,terminalis,Anthophora terminalis,Apidae
1015,8/5/2020,August,T3,August-T3,Thinned,,,Blue vane,M,Bombus,bifarius,Bombus bifarius,Apidae
1016,8/5/2020,August,T3,August-T3,Thinned,,,Blue vane,F,Bombus,bifarius,Bombus bifarius,Apidae
1017,6/18/2020,June,C25,June-C25,Control,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
1018,6/18/2020,June,C25,June-C25,Control,,,Blue vane,F,Lasioglossum,(Sensu stricto) spp.,Lasioglossum (Sensu stricto) spp.,Halictidae
1019,6/18/2020,June,C25,June-C25,Control,,,Blue vane,F,Anthophora,porterae,Anthophora porterae,Apidae
